-1	-30	0	-17.9	30	30	0	0	-14.9
0	0	-14.82	0	-1.12265	1	153.713	153.0285	1	111.7729	111.8686	1	26.29178	25.77657	1	-0.896587	0.4428676	-0.8912323	0.4535472	1	-0.3709295	0.928661	-0.3724795	0.9280404	1	0.89655	0.4429426	0.9004967	0.4348629	1	33.46091	33.10527	1	48.26223	48.70618	1	33.46091	34.72075	1
1	1.806524E-05	-14.57721	0.01978234	-1.705119	1	154.1054	153.3031	1	111.8988	112.6933	1	25.93623	-8.539915	90	-0.8995987	0.4367176	-0.8933961	0.44927	1	-0.3729675	0.9278444	-0.3857989	0.9225829	1	0.8992814	0.4373706	0.9889126	-0.1484984	90	33.3541	33.13546	1	48.03684	50.03072	1	33.35407	-11.48814	90
2	0.000118189	-14.36188	0.02797646	-0.7374867	1	154.4466	177.9643	90	112.0025	110.7717	1	25.61024	26.14221	90	-0.9021839	0.4313515	-0.9993688	0.03552253	90	-0.3746476	0.9271673	-0.3546458	0.9350007	1	0.9017553	0.4322469	0.8977032	0.4406006	90	33.26065	114.0415	90	47.83712	48.74062	1	33.26043	113.9853	90
3	0.0002576121	-14.07987	0.01978234	-1.180872	1	154.881	196.9565	90	112.1243	112.9544	1	25.16507	160.5677	90	-0.9054283	0.4244992	-0.9565263	-0.2916462	90	-0.3766169	0.9263691	-0.3899987	0.9208154	1	0.9050865	0.4252276	-0.9430353	0.3326927	90	33.13998	-101.8412	90	47.57577	48.02789	1	33.13951	-14.92498	90
4	0.0002775877	-13.8189	-0.03956468	-0.1377649	1	155.2264	49.28468	90	112.1788	114.1226	1	24.69087	15.59992	90	-0.907971	0.4190331	0.6523011	0.7579599	90	-0.3774976	0.9260105	-0.4086912	0.9126727	1	0.9085748	0.4177223	0.963163	0.2689185	90	33.02996	7.962404	90	47.33408	47.37767	1	33.02946	99.22998	90
5	-0.0002695756	-13.5326	-0.2438933	1.713645	1	155.4762	259.7042	90	112.1073	112.9213	1	24.03514	187.6507	90	-0.9097886	0.4150719	-0.1787296	-0.9838982	90	-0.3763425	0.9264807	-0.389466	0.9210408	1	0.9132959	0.4072968	-0.991098	-0.133134	90	32.91071	-236.6535	90	47.06897	46.3365	1	32.91121	27.36341	90
6	-0.002426129	-13.2213	-0.6723125	-0.78105	1	155.5423	343.8603	90	111.8216	111.611	1	23.10942	74.1641	90	-0.910267	0.4140218	0.9605867	-0.2779807	90	-0.3717178	0.9283458	-0.3683036	0.9297056	1	0.9197569	0.3924884	0.2728831	0.9620472	90	32.78197	-29.71179	90	46.78038	45.30853	1	32.78641	51.61484	90
7	-0.009606328	-12.81526	-1.561601	-0.1757417	1	155.3008	166.3467	90	111.116	110.7944	1	21.56273	170.7692	90	-0.9085139	0.4178546	-0.971742	0.2360454	90	-0.360258	0.9328527	-0.3550154	0.9348605	1	0.9300157	0.3675197	-0.9870501	0.1604124	90	32.61372	118.2013	90	46.40272	46.35507	1	32.63138	76.93677	90
8	-0.02226583	-12.44942	-2.665796	-4.19454	1	154.7816	236.992	90	110.1727	110.4983	1	19.85661	20.63636	1	-0.9046904	0.4260695	-0.5447555	-0.838595	90	-0.3448517	0.9386572	-0.3501796	0.9366826	1	0.9405456	0.3396674	0.9358361	0.3524356	1	32.46001	264.9682	90	46.06046	47.55009	1	32.50114	31.8484	1
9	-0.04433739	-12.05858	-4.142741	-3.690185	1	153.9301	224.1941	90	108.8605	107.6785	1	17.72576	11.52522	90	-0.8982586	0.4394673	-0.7169828	-0.6970908	90	-0.3232659	0.9463082	-0.3036751	0.9527757	1	0.9525247	0.3044613	0.9798369	0.1997993	90	32.29165	94.22968	90	45.69188	47.2624	1	32.37393	-47.45512	90
10	-0.07967829	-11.64379	-6.022848	-8.560509	1	152.7132	152.0205	1	107.1443	108.0299	1	15.13844	-79.99331	90	-0.8887225	0.4584455	-0.8831152	0.4691562	1	-0.2947797	0.9555652	-0.3095131	0.9508952	1	0.9652976	0.2611522	0.1737632	-0.9847875	90	32.10613	33.66207	1	45.29645	45.76172	1	32.25468	-78.29688	90
11	-0.1328523	-11.20594	-8.33913	-7.140376	1	151.0951	103.5565	90	104.9856	106.4714	1	12.06024	-118.5272	90	-0.8754235	0.4833567	-0.2344051	0.972139	90	-0.2585758	0.965991	-0.2835363	0.9589615	1	0.9779285	0.20894	-0.477576	-0.8785904	90	31.90015	38.9904	90	44.87317	46.19785	1	32.14906	102.3868	90
12	-0.2092229	-10.74611	-11.13889	-11.96963	1	149.0258	219.9526	90	102.3302	105.2193	1	8.442758	-122.846	90	-0.8573988	0.5146526	-0.7665757	-0.642154	90	-0.2135453	0.9769332	-0.2625146	0.964928	1	0.989163	0.1468212	-0.542383	-0.8401313	90	31.66969	24.56563	90	44.42082	43.28197	1	32.06363	107.2839	90
