0	0	-14.86	-0.8923072	0.4514287	1	0.004231873	0.9999911	1	0.8822489	0.4707834	1
1	3.581416E-06	-14.76	-0.902343	0.4310187	1	0.008962467	0.9999598	1	0.8962557	0.4435378	1
2	2.37974E-05	-14.63999	-0.9052004	0.4249851	1	-0.01751099	0.9998467	1	0.8943599	0.447348	1
3	4.069145E-05	-14.53942	-0.9035094	0.4285682	1	-0.01186884	0.9999295	1	0.9006046	0.4346394	1
4	3.935067E-05	-14.43317	-0.8987086	0.4385462	1	-0.02162781	0.9997661	1	0.8984584	0.4390586	1
5	-5.429873E-05	-14.31383	-0.8990842	0.4377757	1	0.01225019	0.999925	1	0.9025088	0.4306714	1
6	-0.0004533022	-14.17392	-0.9063444	0.4225397	1	-0.0009350021	0.9999996	1	0.9169716	0.3989525	1
7	-0.001628475	-14.00926	-0.9081277	0.4186934	1	0.02001052	0.9997998	1	0.9157763	0.4016888	1
8	-0.005187232	-13.77872	-0.9125863	0.4088841	1	0.05908939	0.9982527	1	0.9268049	0.3755431	1
9	-0.01133272	-13.55923	-0.8903504	0.455276	1	0.02272299	0.9997418	1	0.9257808	0.3780607	1
10	-0.02213308	-13.3147	-0.8839749	0.4675344	1	0.07609201	0.9971008	1	0.9255648	0.3785893	1
11	-0.03977563	-13.0455	-0.886972	0.4618233	1	0.09061676	0.9958858	1	0.9450886	0.3268143	1
12	-0.06697614	-12.75215	-0.8880277	0.4597899	1	0.1109773	0.9938229	1	0.9567155	0.291025	1
13	-0.1071183	-12.43494	-0.8612533	0.5081758	1	0.1481166	0.9889699	1	0.9743668	0.2249649	1
14	-0.1642221	-12.09487	-0.8308677	0.55647	1	0.2078958	0.978151	1	0.9860632	0.1663708	1
15	-0.2617623	-11.65902	-0.8201785	0.5721077	1	0.2499623	0.9682556	1	0.9914364	0.1305905	1
16	-0.3736376	-11.27516	-0.792895	0.6093583	1	0.3235266	0.9462191	1	0.999404	0.03452101	1
17	-0.5197479	-10.87637	-0.7399802	0.6726287	1	0.3863431	0.9223552	1	0.9988633	-0.04766666	1
18	-0.7066217	-10.46739	-0.6919792	0.7219174	1	0.4950681	0.8688542	1	0.9901901	-0.1397264	1
19	-0.9410132	-10.05469	-0.6188544	0.7855057	1	0.5466805	0.8373413	1	0.9684269	-0.2492975	1
20	-1.229375	-9.646904	-0.5491853	0.8357006	1	0.6623392	0.7492041	1	0.9249172	-0.3801687	1
21	-1.654613	-9.179537	-0.4145052	0.9100469	1	0.7478976	0.6638142	1	0.8568115	-0.5156298	1
22	-2.079354	-8.823306	-0.3228757	0.9464414	1	0.8547096	0.5191064	1	0.8001524	-0.5997967	1
23	-2.567388	-8.510937	-0.1652768	0.9862472	1	0.9189071	0.394474	1	0.6440696	-0.7649669	1
24	-3.1146	-8.254273	-0.06412316	0.997942	1	0.9616852	0.2741562	1	0.5480149	-0.8364686	1
25	-3.714043	-8.063458	0.06330506	0.9979942	1	0.9910647	0.1333821	1	0.477782	-0.8784785	1
26	-4.357723	-7.94602	0.1852686	0.982688	1	0.9999774	0.006726332	1	0.3033889	-0.9528669	1
27	-5.035952	-7.907662	0.3005813	0.9537562	1	0.985514	-0.1695938	1	0.1823377	-0.983236	1
28	-5.73897	-7.952126	0.4477987	0.8941344	1	0.9598843	-0.2803963	1	0.0776715	-0.996979	1
29	-6.601247	-8.117068	0.5843225	0.8115216	1	0.8979514	-0.4400945	1	-0.04642586	-0.9989218	1
30	-7.324964	-8.347203	0.6743184	0.7384407	1	0.8454856	-0.5339983	1	-0.1165591	-0.9931837	1
31	-8.044648	-8.659454	0.7512781	0.6599858	1	0.7955007	-0.6059527	1	-0.2386589	-0.9711035	1
32	-8.75312	-9.051188	0.8164338	0.577439	1	0.7158528	-0.6982512	1	-0.3263229	-0.9452584	1
33	-9.444363	-9.518578	0.893519	0.4490255	1	0.6115302	-0.7912211	1	-0.3966191	-0.9179833	1
34	-10.11499	-10.05626	0.9324564	0.3612825	1	0.5630775	-0.8264041	1	-0.419593	-0.9077123	1
