0	0	-14.86	0	-0.7917563	1	153.6505	153.1647	1	90.0012	89.75761	1	26.35195	28.08518	1	-0.896102	0.4438483	-0.8923072	0.4514287	1	-1.959404E-05	1	0.004231873	0.9999911	1	0.8960845	0.4438836	0.8822489	0.4707834	1	-30.00028	14.85944	-29.87323	15.11322	1	-0.0008789885	44.86	0.1898419	44.8596	1	29.99969	14.86062	29.53649	15.76119	1
1	3.581416E-06	-14.76	0	0.5954577	1	153.811	154.4679	1	90.00816	89.48656	1	26.20534	26.32985	1	-0.897342	0.4413358	-0.902343	0.4310187	1	-0.0001411875	1	0.008962467	0.9999598	1	0.8972174	0.4415892	0.8962557	0.4435378	1	-30.00207	14.75579	-30.16928	14.41084	1	-0.006319552	44.75999	0.40116	44.7582	1	29.9979	14.76426	29.96575	14.82941	1
2	2.37974E-05	-14.63999	0	0.1738379	1	153.998	154.8504	1	90.01035	91.00343	1	26.0227	26.57368	1	-0.8987775	0.438405	-0.9052004	0.4249851	1	-0.0001794537	1	-0.01751099	0.9998467	1	0.8986205	0.4387268	0.8943599	0.447348	1	-30.00262	14.63466	-30.21703	14.18668	1	-0.008010811	44.63999	-0.7816906	44.63315	1	29.99735	14.64538	29.85513	14.93317	1
3	4.069145E-05	-14.53942	0	0.6779619	1	154.1497	154.6234	1	90.00679	90.68012	1	25.86379	25.76237	1	-0.8999357	0.4360227	-0.9035094	0.4285682	1	-0.0001172264	1	-0.01186884	0.9999295	1	0.8998339	0.4362328	0.9006046	0.4346394	1	-30.00172	14.53596	-30.12086	14.28745	1	-0.005221197	44.53942	-0.5286312	44.53628	1	29.99826	14.54293	30.02395	14.48981	1
4	3.935067E-05	-14.43317	-0.01978234	0.05897614	1	154.2889	153.989	1	89.98138	91.23935	1	25.67383	26.04385	1	-0.900992	0.4338357	-0.8987086	0.4385462	1	0.0003263513	0.9999999	-0.02162781	0.9997661	1	0.9012752	0.4332472	0.8984584	0.4390586	1	-29.9953	14.44301	-29.91929	14.59982	1	0.01450082	44.43316	-0.9609921	44.42278	1	30.00467	14.42338	29.91089	14.61685	1
5	-5.429873E-05	-14.31383	-0.09691329	0.7093773	1	154.395	154.0381	1	89.90202	89.29817	1	25.40914	25.5102	1	-0.9017935	0.4321671	-0.8990842	0.4377757	1	0.001711443	0.9999985	0.01225019	0.999925	1	0.903267	0.4290789	0.9025088	0.4306714	1	-29.97541	14.36514	-29.88535	14.55157	1	0.07584061	44.31377	0.5428529	44.3105	1	30.02448	14.26253	29.99928	14.31546	1
6	-0.0004533022	-14.17392	-0.2825486	-1.396796	1	154.4281	155.0051	1	89.71694	90.05364	1	25.00624	23.51273	1	-0.9020438	0.4316446	-0.9063444	0.4225397	1	0.004941519	0.9999878	-0.0009350021	0.9999996	1	0.9062619	0.4227166	0.9169716	0.3989525	1	-29.92927	14.32171	-30.07196	14.01961	1	0.2182863	44.17338	-0.04130271	44.1739	1	30.06997	14.02583	30.42532	13.23733	1
7	-0.001628475	-14.00926	-0.6233823	-0.3154728	1	154.3439	155.248	1	89.37439	88.85348	1	24.40674	23.68382	1	-0.9014081	0.4329705	-0.9081277	0.4186934	1	0.01092003	0.9999404	0.02001052	0.9997998	1	0.9106352	0.4132112	0.9157763	0.4016888	1	-29.84412	14.33493	-30.06659	13.86224	1	0.4805823	44.00664	0.8806483	44.00045	1	30.1523	13.68196	30.32253	13.30043	1
8	-0.005187232	-13.77872	-1.291043	-0.6166717	1	154.0364	155.8654	1	88.7022	86.61253	1	23.37412	22.0579	1	-0.8990712	0.4378025	-0.9125863	0.4088841	1	0.02265017	0.9997435	0.05908939	0.9982527	1	0.9179341	0.396733	0.9268049	0.3755431	1	-29.67673	14.45108	-30.12284	13.49653	1	0.9915953	43.76749	2.586858	43.70222	1	30.30802	13.09919	30.60091	12.39955	1
9	-0.01133272	-13.55923	-2.106079	-1.991483	1	153.564	152.9174	1	87.87896	88.69803	1	22.20748	22.21363	1	-0.8954312	0.4452	-0.8903504	0.455276	1	0.03701194	0.9993148	0.02272299	0.9997418	1	0.9258214	0.3779614	0.9257808	0.3780607	1	-29.47006	14.65224	-29.30285	14.98386	1	1.612212	43.52938	0.9897957	43.54799	1	30.48938	12.44712	30.48804	12.45039	1
