-1	-30	0	-17.9	30	30	0	0	-14.9
0	0	-14.82	0	-0.4448816	1	153.713	152.8482	1	111.7729	110.6145	1	26.29178	26.5694	1	-0.896587	0.4428676	-0.8898009	0.4563489	1	-0.3709295	0.928661	-0.3520781	0.9359706	1	0.89655	0.4429426	0.8943933	0.4472815	1	33.46091	33.7286	1	48.26223	46.77788	1	33.46091	34.30162	1
1	2.604766E-05	-14.58	0.01978234	0.6963952	1	154.0998	154.1339	1	111.8963	303.3241	90	25.93932	25.38504	1	-0.8995566	0.4368042	-0.8998161	0.4362695	1	-0.3729278	0.9278604	0.5493741	-0.8355765	90	0.8992578	0.4374191	0.9034472	0.4286993	1	33.35533	34.38185	1	48.03944	-19.33457	90	33.35528	34.46077	1
2	9.719494E-05	-14.38	0.01978234	1.01799	1	154.4104	62.21177	90	111.9863	82.44329	90	25.63031	112.4956	90	-0.901911	0.431922	0.4662049	0.8846768	90	-0.3743855	0.9272732	0.1315074	0.9913152	90	0.9016038	0.4325628	-0.3826126	0.9239089	90	33.26846	-107.7709	90	47.85392	20.25071	90	33.26828	-0.04655838	90
3	0.0001685139	-14.18	0.01978234	0.7022897	1	154.7226	23.19448	90	112.0771	-31.88197	90	25.31968	74.79224	90	-0.9042511	0.4270011	0.9191732	0.3938534	90	-0.3758535	0.9266791	0.849138	-0.5281711	90	0.9039357	0.4276685	0.2623199	0.964981	90	33.18256	213.6121	90	47.66853	19.17005	90	33.18226	3.651854	90
4	0.0002432279	-13.98	0.01978234	1.901922	1	155.0369	155.1878	1	112.169	106.5545	90	25.00795	24.45634	1	-0.9065799	0.4220342	-0.907688	0.4196456	1	-0.3773399	0.9260749	-0.284928	0.9585489	90	0.9062491	0.4227441	0.910277	0.4139998	1	33.09766	34.40057	1	47.48325	80.66059	90	33.09722	32.71705	1
5	0.0003217566	-13.78	0.01978234	-0.4887777	1	155.3523	190.8215	90	112.2612	85.51021	90	24.69411	160.3449	90	-0.9088894	0.4170372	-0.9822169	-0.1877498	90	-0.3788291	0.9254667	0.07828142	0.9969313	90	0.9085511	0.4177738	-0.9417346	0.3363568	90	33.01375	74.65195	90	47.2981	115.9854	90	33.01316	-60.4911	90
6	0.0004001137	-13.58	0.01978234	0.4983749	1	155.6682	101.6621	90	112.3529	41.79272	90	24.37758	-62.68954	90	-0.911175	0.4120196	-0.2021393	0.9793568	90	-0.3803107	0.9248587	0.7455606	0.6664377	90	0.9108452	0.4127481	0.4588117	-0.8885335	90	32.93084	166.3032	90	47.11306	83.21502	90	32.93011	17.862	90
7	0.000493856	-13.34	0.01978234	0.8936872	1	156.0497	187.3679	90	112.4643	86.7717	90	23.99597	43.74725	90	-0.9138982	0.4059434	-0.9917432	-0.1282399	90	-0.3821084	0.9241175	0.05631466	0.9984131	90	0.913574	0.4066724	0.7223972	0.6914783	90	32.83269	153.1012	90	46.89119	85.52292	90	32.83178	70.99736	90
8	0.0005715264	-13.14	0.01978234	0.2559671	1	156.3695	155.3791	1	112.5581	57.7558	90	23.67632	26.28503	1	-0.9161494	0.4008369	-0.9090839	0.4166131	1	-0.38362	0.9234911	0.5335288	0.8457819	90	0.9158286	0.4015693	0.8966022	0.4428369	1	32.75201	31.76635	1	46.70642	158.1107	90	32.75096	33.56349	1
9	0.0006500741	-12.94	0.01978234	0.7097597	1	156.6909	140.6726	90	112.6527	89.20762	90	23.35521	30.32622	90	-0.9183837	0.3956911	-0.7735375	0.6337506	90	-0.3851441	0.9228565	0.01382922	0.9999044	90	0.9180648	0.3964303	0.8631645	0.5049227	90	32.67235	201.0973	90	46.52179	76.31259	90	32.67116	227.7412	90
10	0.0007299189	-12.74	0.01978234	0.4421833	1	157.0144	149.5586	90	112.7486	113.884	1	23.03305	-84.33219	90	-0.9206032	0.3904994	-0.8621479	0.5066566	90	-0.3866879	0.9222106	-0.4048862	0.9143671	1	0.9202793	0.391262	0.0987606	-0.9951112	90	32.59373	8.545321	90	46.33728	46.60455	1	32.59239	163.3691	90
11	0.0008117855	-12.54	0.01978234	0.5375736	1	157.3394	33.63811	90	112.8451	189.8761	90	22.70926	67.83292	90	-0.9228033	0.3852713	0.8325529	0.5539455	90	-0.3882416	0.9215577	-0.9851809	-0.1715189	90	0.9224757	0.3860552	0.3773088	0.9260875	90	32.51616	174.6197	90	46.1529	-55.48468	90	32.51466	-117.8831	90
12	0.0008945104	-12.34	0.01978234	0.7906846	1	157.6651	157.7357	1	112.9417	163.2297	90	22.38313	21.10558	1	-0.9249787	0.3800189	-0.9254461	0.3788793	1	-0.3897936	0.9209023	-0.9574694	0.2885348	90	0.9246582	0.3807982	0.9329185	0.3600876	1	32.43962	31.40242	1	45.96866	142.328	90	32.43797	32.95077	1
13	0.0009799437	-12.14	0.02797646	-0.195204	1	157.9954	323.3583	90	113.042	-57.50174	90	22.05852	-49.07637	90	-0.9271541	0.3746803	0.8023835	-0.5968089	90	-0.3914059	0.9202181	0.5372741	-0.8434078	90	0.9268008	0.3755533	0.6550525	-0.7555834	90	32.36415	-76.05421	90	45.78455	35.85201	90	32.36234	51.1817	90
