0	-10	0	2
0.0	-9.8	0.0	2.0
0.0	-9.600000000000001	0.0	2.0
0.0	-9.400000000000002	0.0	2.0
0.0	-9.200000000000003	0.0	2.0
0.0	-9.000000000000004	0.0	2.0
0.0	-8.800000000000004	0.0	2.0
0.0	-8.600000000000005	0.0	2.0
0.0	-8.400000000000006	0.0	2.0
0.0	-8.200000000000006	0.0	2.0
0.0	-8.000000000000007	0.0	2.0
0.0	-7.800000000000007	0.0	2.0
0.0	-7.600000000000007	0.0	2.0
0.0	-7.400000000000007	0.0	2.0
0.0	-7.200000000000006	0.0	2.0
0.0	-7.000000000000006	0.0	2.0
0.0	-6.800000000000006	0.0	2.0
0.0	-6.600000000000006	0.0	2.0
0.0	-6.400000000000006	0.0	2.0
0.0	-6.2000000000000055	0.0	2.0
0.0	-6.000000000000005	0.0	2.0
0.0	-5.800000000000005	0.0	2.0
0.0	-5.600000000000005	0.0	2.0
0.0	-5.400000000000005	0.0	2.0
0.0	-5.200000000000005	0.0	2.0
0.0	-5.000000000000004	0.0	2.0
0.0	-4.800000000000004	0.0	2.0
0.0	-4.600000000000004	0.0	2.0
0.0	-4.400000000000004	0.0	2.0
0.0	-4.200000000000004	0.0	2.0
0.0	-4.0000000000000036	0.0	2.0
0.0	-3.8000000000000034	0.0	2.0
0.0	-3.600000000000003	0.0	2.0
0.0	-3.400000000000003	0.0	2.0
0.0	-3.200000000000003	0.0	2.0
0.0	-3.0000000000000027	0.0	2.0
0.0	-2.8000000000000025	0.0	2.0
0.0	-2.6000000000000023	0.0	2.0
0.0	-2.400000000000002	0.0	2.0
0.0	-2.200000000000002	0.0	2.0
0.0	-2.0000000000000018	0.0	2.0
0.0	-1.8000000000000018	0.0	2.0
0.0	-1.6000000000000019	0.0	2.0
0.0	-1.400000000000002	0.0	2.0
0.0	-1.200000000000002	0.0	2.0
0.0	-1.000000000000002	0.0	2.0
0.0	-0.800000000000002	0.0	2.0
0.0	-0.6000000000000021	0.0	2.0
0.0	-0.4000000000000021	0.0	2.0
0.0	-0.20000000000000207	0.0	2.0
0.0	-2.0539125955565396e-15	0.0	2.0
0.0	0.19999999999999796	0.0	2.0
0.0	0.39999999999999797	0.0	2.0
0.0	0.599999999999998	0.0	2.0
0.0	0.799999999999998	0.0	2.0
0.0	0.999999999999998	0.0	2.0
0.0	1.199999999999998	0.0	2.0
0.0	1.399999999999998	0.0	2.0
0.0	1.5999999999999979	0.0	2.0
0.0	1.7999999999999978	0.0	2.0
0.0	1.9999999999999978	0.0	2.0
0.0	2.199999999999998	0.0	2.0
0.0	2.399999999999998	0.0	2.0
0.0	2.5999999999999983	0.0	2.0
0.0	2.7999999999999985	0.0	2.0
0.0	2.9999999999999987	0.0	2.0
0.0	3.199999999999999	0.0	2.0
0.0	3.399999999999999	0.0	2.0
0.0	3.599999999999999	0.0	2.0
0.0	3.7999999999999994	0.0	2.0
0.0	3.9999999999999996	0.0	2.0
0.0	4.199999999999999	0.0	2.0
0.0	4.3999999999999995	0.0	2.0
0.0	4.6	0.0	2.0
0.0	4.8	0.0	2.0
0.0	5.0	0.0	2.0
0.0	5.2	0.0	2.0
0.0	5.4	0.0	2.0
0.0	5.6000000000000005	0.0	2.0
0.0	5.800000000000001	0.0	2.0
0.0	6.000000000000001	0.0	2.0
0.0	6.200000000000001	0.0	2.0
0.0	6.400000000000001	0.0	2.0
0.0	6.600000000000001	0.0	2.0
0.0	6.800000000000002	0.0	2.0
0.0	7.000000000000002	0.0	2.0
0.0	7.200000000000002	0.0	2.0
0.0	7.400000000000002	0.0	2.0
0.0	7.600000000000002	0.0	2.0
0.0	7.8000000000000025	0.0	2.0
0.0	8.000000000000002	0.0	2.0
0.0	8.200000000000001	0.0	2.0
0.0	8.4	0.0	2.0
0.0	8.6	0.0	2.0
0.0	8.799999999999999	0.0	2.0
0.0	8.999999999999998	0.0	2.0
0.0	9.199999999999998	0.0	2.0
0.0	9.399999999999997	0.0	2.0
0.0	9.599999999999996	0.0	2.0
0.0	9.799999999999995	0.0	2.0
